ğŸ˜‚,0x1f602,0.805,0.247,0.285,0.468,0.221,FACE WITH TEARS OF JOY,Emoticons
ğŸ‹,0x1f40b,0.866,0.2,0.4,0.4,0.2,WHALE,Miscellaneous Symbols and Pictographs
â–½,0x25bd,0.844,0.133,0.333,0.533,0.4,WHITE DOWN-POINTING TRIANGLE,Geometric Shapes
â–‚,0x2582,0.579,0.067,0.867,0.067,0,LOWER ONE QUARTER BLOCK,Block Elements
ğŸ›,0x1f41b,0.673,0.2,0.333,0.467,0.267,BUG,Miscellaneous Symbols and Pictographs
ğŸ‘•,0x1f455,0.795,0.133,0.333,0.533,0.4,T-SHIRT,Miscellaneous Symbols and Pictographs
ğŸš‹,0x1f68b,0.318,0.067,0.8,0.133,0.067,TRAM CAR,Transport and Map Symbols
ğŸ’³,0x1f4b3,0.834,0.133,0.333,0.533,0.4,CREDIT CARD,Miscellaneous Symbols and Pictographs
ğŸŒ†,0x1f306,0.765,0.2,0.467,0.333,0.133,CITYSCAPE AT DUSK,Miscellaneous Symbols and Pictographs
ğŸ§,0x1f3e7,0.888,0.067,0.067,0.867,0.8,AUTOMATED TELLER MACHINE,Miscellaneous Symbols and Pictographs
ğŸ’¡,0x1f4a1,0.598,0.067,0.267,0.667,0.6,ELECTRIC LIGHT BULB,Miscellaneous Symbols and Pictographs
ğŸ”¹,0x1f539,0.17,0.2,0.467,0.333,0.133,SMALL BLUE DIAMOND,Miscellaneous Symbols and Pictographs
â¬…,0x2b05,0.663,0.067,0.4,0.533,0.467,LEFTWARDS BLACK ARROW,Miscellaneous Symbols and Arrows
ğŸ ,0x1f360,0.939,0.4,0.2,0.4,0,ROASTED SWEET POTATO,Miscellaneous Symbols and Pictographs
ğŸ«,0x1f42b,0.77,0.067,0.533,0.4,0.333,BACTRIAN CAMEL,Miscellaneous Symbols and Pictographs
ğŸª,0x1f3ea,0.374,0.2,0.533,0.267,0.067,CONVENIENCE STORE,Miscellaneous Symbols and Pictographs
Û©,0x6e9,0.464,0.067,0.867,0.067,0,ARABIC PLACE OF SAJDAH,Arabic
ğŸ‡±,0x1f1f1,0.713,0.067,0.467,0.467,0.4,REGIONAL INDICATOR SYMBOL LETTER L,Enclosed Alphanumeric Supplement
ğŸ“¹,0x1f4f9,0.718,0.143,0.286,0.571,0.429,VIDEO CAMERA,Miscellaneous Symbols and Pictographs
ğŸ‘,0x1f45e,0.779,0.143,0.286,0.571,0.429,MANS SHOE,Miscellaneous Symbols and Pictographs
ğŸš‘,0x1f691,0.758,0.286,0.357,0.357,0.071,AMBULANCE,Transport and Map Symbols
ğŸ†˜,0x1f198,0.775,0.357,0.214,0.429,0.071,SQUARED SOS,Enclosed Alphanumeric Supplement
ğŸ‘š,0x1f45a,0.81,0.071,0.286,0.643,0.571,WOMANS CLOTHES,Miscellaneous Symbols and Pictographs
ğŸš,0x1f68d,0.66,0.357,0.214,0.429,0.071,ONCOMING BUS,Transport and Map Symbols
â–¡,0x25a1,0.674,0.571,0.071,0.357,-0.214,WHITE SQUARE,Geometric Shapes
ğŸ‚,0x1f402,0.774,0.143,0.571,0.286,0.143,OX,Miscellaneous Symbols and Pictographs
ğŸš£,0x1f6a3,0.713,0.071,0.286,0.643,0.571,ROWBOAT,Transport and Map Symbols
âœ³,0x2733,0.372,0.071,0.857,0.071,0,EIGHT SPOKED ASTERISK,Dingbats
ğŸ‰,0x1f3c9,0.837,0.071,0.357,0.571,0.5,RUGBY FOOTBALL,Miscellaneous Symbols and Pictographs
ğŸ—»,0x1f5fb,0.723,0.071,0.286,0.643,0.571,MOUNT FUJI,Miscellaneous Symbols and Pictographs
ğŸ€,0x1f400,0.701,0.143,0.571,0.286,0.143,RAT,Miscellaneous Symbols and Pictographs
â•¦,0x2566,0.22,0.071,0.5,0.429,0.357,BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL,Box Drawing
â›º,0x26fa,0.906,0.154,0.231,0.615,0.462,TENT,Miscellaneous Symbols
ğŸ•,0x1f415,0.879,0.154,0.462,0.385,0.231,DOG,Miscellaneous Symbols and Pictographs
ğŸ‚,0x1f3c2,0.777,0.154,0.308,0.538,0.385,SNOWBOARDER,Miscellaneous Symbols and Pictographs
ğŸ‘¡,0x1f461,0.635,0.154,0.308,0.538,0.385,WOMANS SANDAL,Miscellaneous Symbols and Pictographs
ğŸ“»,0x1f4fb,0.726,0.154,0.385,0.462,0.308,RADIO,Miscellaneous Symbols and Pictographs
âœ’,0x2712,0.544,0.154,0.462,0.385,0.231,BLACK NIB,Dingbats
ğŸŒ°,0x1f330,0.786,0.077,0.308,0.615,0.538,CHESTNUT,Miscellaneous Symbols and Pictographs
ğŸ¢,0x1f3e2,0.542,0.077,0.692,0.231,0.154,OFFICE BUILDING,Miscellaneous Symbols and Pictographs
ğŸ’,0x1f392,0.614,0.154,0.231,0.615,0.462,SCHOOL SATCHEL,Miscellaneous Symbols and Pictographs
âŒ’,0x2312,0.624,0.077,0.308,0.615,0.538,ARC,Miscellaneous Technical
ğŸ«,0x1f3eb,0.644,0.538,0.154,0.308,-0.231,SCHOOL,Miscellaneous Symbols and Pictographs
ğŸ“´,0x1f4f4,0.982,0.154,0.077,0.769,0.615,MOBILE PHONE OFF,Miscellaneous Symbols and Pictographs
ğŸš¢,0x1f6a2,0.818,0.308,0.154,0.538,0.231,SHIP,Transport and Map Symbols
ğŸšš,0x1f69a,0.479,0.231,0.615,0.154,-0.077,DELIVERY TRUCK,Transport and Map Symbols
ğŸ‰,0x1f409,0.628,0.077,0.692,0.231,0.154,DRAGON,Miscellaneous Symbols and Pictographs
â’,0x2752,0.587,0.077,0.615,0.308,0.231,UPPER RIGHT SHADOWED WHITE SQUARE,Dingbats
ğŸŠ,0x1f40a,0.846,0.231,0.462,0.308,0.077,CROCODILE,Miscellaneous Symbols and Pictographs
ğŸ””,0x1f514,0.713,0.077,0.077,0.846,0.769,BELL,Miscellaneous Symbols and Pictographs
â—¢,0x25e2,0.572,0.077,0.231,0.692,0.615,BLACK LOWER RIGHT TRIANGLE,Geometric Shapes
ğŸ¥,0x1f3e5,0.648,0.167,0.417,0.417,0.25,HOSPITAL,Miscellaneous Symbols and Pictographs
â”,0x2754,0.787,0.333,0.333,0.333,0,WHITE QUESTION MARK ORNAMENT,Dingbats
ğŸš–,0x1f696,0.8,0.333,0.417,0.25,-0.083,ONCOMING TAXI,Transport and Map Symbols
ğŸƒ,0x1f0cf,0.686,0.333,0.25,0.417,0.083,PLAYING CARD BLACK JOKER,Playing Cards
â–¼,0x25bc,0.657,0.25,0.417,0.333,0.083,BLACK DOWN-POINTING TRIANGLE,Geometric Shapes
â–Œ,0x258c,0.421,0.417,0.417,0.167,-0.25,LEFT HALF BLOCK,Block Elements
â˜›,0x261b,0.554,0.083,0.5,0.417,0.333,BLACK RIGHT POINTING INDEX,Miscellaneous Symbols
âœ©,0x2729,0.266,0.083,0.833,0.083,0,STRESS OUTLINED WHITE STAR,Dingbats
ğŸ’’,0x1f492,0.794,0.083,0.333,0.583,0.5,WEDDING,Miscellaneous Symbols and Pictographs
ğŸš¤,0x1f6a4,0.504,0.083,0.5,0.417,0.333,SPEEDBOAT,Transport and Map Symbols
ğŸ,0x1f410,0.721,0.083,0.417,0.5,0.417,GOAT,Miscellaneous Symbols and Pictographs
â– ,0x25a0,0.79,0.5,0.25,0.25,-0.25,BLACK SQUARE,Geometric Shapes
ğŸ”š,0x1f51a,0.869,0.167,0.333,0.5,0.333,END WITH LEFTWARDS ARROW ABOVE,Miscellaneous Symbols and Pictographs
ğŸ»,0x1f3bb,0.721,0.083,0.5,0.417,0.333,VIOLIN,Miscellaneous Symbols and Pictographs
ğŸ”·,0x1f537,0.368,0.083,0.667,0.25,0.167,LARGE BLUE DIAMOND,Miscellaneous Symbols and Pictographs
ğŸš¦,0x1f6a6,0.454,0.25,0.417,0.333,0.083,VERTICAL TRAFFIC LIGHT,Transport and Map Symbols
ğŸ”“,0x1f513,0.803,0.333,0.25,0.417,0.083,OPEN LOCK,Miscellaneous Symbols and Pictographs
ğŸ½,0x1f3bd,0.904,0.083,0.417,0.5,0.417,RUNNING SHIRT WITH SASH,Miscellaneous Symbols and Pictographs
ğŸ“…,0x1f4c5,0.597,0.25,0.333,0.417,0.167,CALENDAR,Miscellaneous Symbols and Pictographs
ğŸº,0x1f3ba,0.646,0.167,0.083,0.75,0.583,TRUMPET,Miscellaneous Symbols and Pictographs
âœ¯,0x272f,0.321,0.083,0.833,0.083,0,PINWHEEL STAR,Dingbats
ğŸˆ,0x1f348,0.521,0.583,0.167,0.25,-0.333,MELON,Miscellaneous Symbols and Pictographs
âœ‰,0x2709,0.441,0.167,0.417,0.417,0.25,ENVELOPE,Dingbats
â•£,0x2563,0.642,0.083,0.833,0.083,0,BOX DRAWINGS DOUBLE VERTICAL AND LEFT,Box Drawing
â—¤,0x25e4,0.669,0.083,0.083,0.833,0.75,BLACK UPPER LEFT TRIANGLE,Geometric Shapes
â—‹,0x25cb,0.625,0.091,0.364,0.545,0.455,WHITE CIRCLE,Geometric Shapes
ğŸ¼,0x1f37c,0.89,0.182,0.182,0.636,0.455,BABY BOTTLE,Miscellaneous Symbols and Pictographs
ğŸ“€,0x1f4c0,0.843,0.182,0.545,0.273,0.091,DVD,Miscellaneous Symbols and Pictographs
ğŸš›,0x1f69b,0.552,0.273,0.636,0.091,-0.182,ARTICULATED LORRY,Transport and Map Symbols
ğŸ““,0x1f4d3,0.835,0.182,0.455,0.364,0.182,NOTEBOOK,Miscellaneous Symbols and Pictographs
â˜‰,0x2609,0.986,0.091,0.636,0.273,0.182,SUN,Miscellaneous Symbols
ğŸ’´,0x1f4b4,0.837,0.364,0.455,0.182,-0.182,BANKNOTE WITH YEN SIGN,Miscellaneous Symbols and Pictographs
â”¼,0x253c,0.595,0.273,0.455,0.273,0,BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL,Box Drawing
ğŸƒ,0x1f403,0.83,0.091,0.818,0.091,0,WATER BUFFALO,Miscellaneous Symbols and Pictographs
â°,0x27b0,0.255,0.455,0.182,0.364,-0.091,CURLY LOOP,Dingbats
ğŸ”Œ,0x1f50c,0.844,0.364,0.364,0.273,-0.091,ELECTRIC PLUG,Miscellaneous Symbols and Pictographs
ğŸ„,0x1f344,0.482,0.273,0.455,0.273,0,MUSHROOM,Miscellaneous Symbols and Pictographs
ğŸ“•,0x1f4d5,0.688,0.182,0.455,0.364,0.182,CLOSED BOOK,Miscellaneous Symbols and Pictographs
ğŸ“£,0x1f4e3,0.665,0.182,0.273,0.545,0.364,CHEERING MEGAPHONE,Miscellaneous Symbols and Pictographs
ğŸš“,0x1f693,0.655,0.091,0.545,0.364,0.273,POLICE CAR,Transport and Map Symbols
ğŸ—,0x1f417,0.757,0.091,0.364,0.545,0.455,BOAR,Miscellaneous Symbols and Pictographs
â†ª,0x21aa,0.727,0.091,0.727,0.182,0.091,RIGHTWARDS ARROW WITH HOOK,Arrows
â›³,0x26f3,0.66,0.091,0.182,0.727,0.636,FLAG IN HOLE,Miscellaneous Symbols
â”»,0x253b,0.436,0.636,0.091,0.273,-0.364,BOX DRAWINGS HEAVY UP AND HORIZONTAL,Box Drawing
â”›,0x251b,0.712,0.091,0.273,0.636,0.545,BOX DRAWINGS HEAVY UP AND LEFT,Box Drawing
â”ƒ,0x2503,0.496,0.091,0.455,0.455,0.364,BOX DRAWINGS HEAVY VERTICAL,Box Drawing
ğŸ‘±,0x1f471,0.584,0.2,0.5,0.3,0.1,PERSON WITH BLOND HAIR,Miscellaneous Symbols and Pictographs
â³,0x23f3,0.829,0.4,0.2,0.4,0,HOURGLASS WITH FLOWING SAND,Miscellaneous Technical
ğŸ’º,0x1f4ba,0.5,0.2,0.4,0.4,0.2,SEAT,Miscellaneous Symbols and Pictographs
ğŸ‡,0x1f3c7,0.829,0.4,0.3,0.3,-0.1,HORSE RACING,Miscellaneous Symbols and Pictographs
â˜»,0x263b,0.808,0.2,0.4,0.4,0.2,BLACK SMILING FACE,Miscellaneous Symbols
ğŸ“,0x1f4de,0.64,0.1,0.4,0.5,0.4,TELEPHONE RECEIVER,Miscellaneous Symbols and Pictographs
â’¶,0x24b6,0.467,0.3,0.5,0.2,-0.1,CIRCLED LATIN CAPITAL LETTER A,Enclosed Alphanumerics
ğŸŒ‰,0x1f309,0.848,0.1,0.3,0.6,0.5,BRIDGE AT NIGHT,Miscellaneous Symbols and Pictographs
ğŸš©,0x1f6a9,0.147,0.4,0.4,0.2,-0.2,TRIANGULAR FLAG ON POST,Transport and Map Symbols
âœ,0x270e,0.547,0.1,0.3,0.6,0.5,LOWER RIGHT PENCIL,Dingbats
ğŸ“ƒ,0x1f4c3,0.754,0.1,0.4,0.5,0.4,PAGE WITH CURL,Miscellaneous Symbols and Pictographs
ğŸ¨,0x1f3e8,0.803,0.1,0.6,0.3,0.2,HOTEL,Miscellaneous Symbols and Pictographs
ğŸ“Œ,0x1f4cc,0.799,0.6,0.2,0.2,-0.4,PUSHPIN,Miscellaneous Symbols and Pictographs
â™,0x264e,0.855,0.3,0.5,0.2,-0.1,LIBRA,Miscellaneous Symbols
ğŸ’·,0x1f4b7,0.573,0.1,0.4,0.5,0.4,BANKNOTE WITH POUND SIGN,Miscellaneous Symbols and Pictographs
ğŸš„,0x1f684,0.7,0.1,0.3,0.6,0.5,HIGH-SPEED TRAIN,Transport and Map Symbols
â–²,0x25b2,0.338,0.1,0.3,0.6,0.5,BLACK UP-POINTING TRIANGLE,Geometric Shapes
â›µ,0x26f5,0.324,0.1,0.3,0.6,0.5,SAILBOAT,Miscellaneous Symbols
ğŸ”¸,0x1f538,0.172,0.1,0.6,0.3,0.2,SMALL ORANGE DIAMOND,Miscellaneous Symbols and Pictographs
âŒ›,0x231b,0.797,0.3,0.3,0.4,0.1,HOURGLASS,Miscellaneous Technical
ğŸšœ,0x1f69c,0.767,0.1,0.1,0.8,0.7,TRACTOR,Transport and Map Symbols
ğŸ†,0x1f406,0.55,0.1,0.5,0.4,0.3,LEOPARD,Miscellaneous Symbols and Pictographs
ğŸ‘’,0x1f452,0.844,0.2,0.4,0.4,0.2,WOMANS HAT,Miscellaneous Symbols and Pictographs
â•,0x2755,0.862,0.2,0.4,0.4,0.2,WHITE EXCLAMATION MARK ORNAMENT,Dingbats
ğŸ”›,0x1f51b,0.474,0.2,0.2,0.6,0.4,ON WITH EXCLAMATION MARK WITH LEFT RIGHT ARROW ABOVE,Miscellaneous Symbols and Pictographs
â™¢,0x2662,0.868,0.1,0.5,0.4,0.3,WHITE DIAMOND SUIT,Miscellaneous Symbols
ğŸ‡²,0x1f1f2,0.787,0.1,0.4,0.5,0.4,REGIONAL INDICATOR SYMBOL LETTER M,Enclosed Alphanumeric Supplement
â…,0x2745,0.247,0.1,0.2,0.7,0.6,TIGHT TRIFOLIATE SNOWFLAKE,Dingbats
ğŸ‘,0x1f45d,0.611,0.222,0.222,0.556,0.333,POUCH,Miscellaneous Symbols and Pictographs
âœ,0x271e,0.509,0.111,0.444,0.444,0.333,SHADOWED WHITE LATIN CROSS,Dingbats
â—¡,0x25e1,0.947,0.111,0.556,0.333,0.222,LOWER HALF CIRCLE,Geometric Shapes
ğŸ‹,0x1f38b,0.786,0.222,0.111,0.667,0.444,TANABATA TREE,Miscellaneous Symbols and Pictographs
ğŸ‘¥,0x1f465,0.838,0.222,0.333,0.444,0.222,BUSTS IN SILHOUETTE,Miscellaneous Symbols and Pictographs
ğŸ“µ,0x1f4f5,0.794,0.222,0.444,0.333,0.111,NO MOBILE PHONES,Miscellaneous Symbols and Pictographs
ğŸ¡,0x1f421,0.867,0.111,0.556,0.333,0.222,BLOWFISH,Miscellaneous Symbols and Pictographs
â—†,0x25c6,0.602,0.111,0.222,0.667,0.556,BLACK DIAMOND,Geometric Shapes
ğŸ¯,0x1f3ef,0.53,0.111,0.667,0.222,0.111,JAPANESE CASTLE,Miscellaneous Symbols and Pictographs
â˜‚,0x2602,0.453,0.222,0.556,0.222,0,UMBRELLA,Miscellaneous Symbols
ğŸ”­,0x1f52d,0.716,0.111,0.444,0.444,0.333,TELESCOPE,Miscellaneous Symbols and Pictographs
ğŸª,0x1f3aa,0.608,0.111,0.556,0.333,0.222,CIRCUS TENT,Miscellaneous Symbols and Pictographs
ğŸœ,0x1f41c,0.88,0.111,0.333,0.556,0.444,ANT,Miscellaneous Symbols and Pictographs
â™Œ,0x264c,0.79,0.111,0.222,0.667,0.556,LEO,Miscellaneous Symbols
â˜,0x2610,0.538,0.778,0.111,0.111,-0.667,BALLOT BOX,Miscellaneous Symbols
ğŸ‘·,0x1f477,0.739,0.222,0.333,0.444,0.222,CONSTRUCTION WORKER,Miscellaneous Symbols and Pictographs
â†³,0x21b3,0.346,0.111,0.778,0.111,0,DOWNWARDS ARROW WITH TIP RIGHTWARDS,Arrows
ğŸ”ˆ,0x1f508,0.635,0.111,0.556,0.333,0.222,SPEAKER,Miscellaneous Symbols and Pictographs
ğŸ“„,0x1f4c4,0.624,0.111,0.111,0.778,0.667,PAGE FACING UP,Miscellaneous Symbols and Pictographs
ğŸ“,0x1f4cd,0.489,0.222,0.444,0.333,0.111,ROUND PUSHPIN,Miscellaneous Symbols and Pictographs
ğŸš,0x1f690,0.776,0.111,0.222,0.667,0.556,MINIBUS,Transport and Map Symbols
ğŸš”,0x1f694,0.522,0.222,0.556,0.222,0,ONCOMING POLICE CAR,Transport and Map Symbols
ğŸŒ‹,0x1f30b,0.38,0.111,0.333,0.556,0.444,VOLCANO,Miscellaneous Symbols and Pictographs
ğŸ“¡,0x1f4e1,0.554,0.222,0.333,0.444,0.222,SATELLITE ANTENNA,Miscellaneous Symbols and Pictographs
â©,0x23e9,0.732,0.111,0.667,0.222,0.111,BLACK RIGHT-POINTING DOUBLE TRIANGLE,Miscellaneous Technical
ğŸš³,0x1f6b3,0.103,0.111,0.111,0.778,0.667,NO BICYCLES,Transport and Map Symbols
âœ˜,0x2718,0.539,0.111,0.222,0.667,0.556,HEAVY BALLOT X,Dingbats
Û,0x6de,0.472,0.111,0.778,0.111,0,ARABIC START OF RUB EL HIZB,Arabic
â˜¾,0x263e,0.453,0.111,0.778,0.111,0,LAST QUARTER MOON,Miscellaneous Symbols
ğŸ…°,0x1f170,0.311,0.222,0.333,0.444,0.222,NEGATIVE SQUARED LATIN CAPITAL LETTER A,Enclosed Alphanumeric Supplement
ğŸ“¥,0x1f4e5,0.982,0.111,0.778,0.111,0,INBOX TRAY,Miscellaneous Symbols and Pictographs
ğŸ‡¼,0x1f1fc,0.734,0.111,0.444,0.444,0.333,REGIONAL INDICATOR SYMBOL LETTER W,Enclosed Alphanumeric Supplement
â”“,0x2513,0.515,0.111,0.333,0.556,0.444,BOX DRAWINGS HEAVY DOWN AND LEFT,Box Drawing
â”£,0x2523,0.487,0.111,0.333,0.556,0.444,BOX DRAWINGS HEAVY VERTICAL AND RIGHT,Box Drawing
â“,0x24c1,0.727,0.111,0.444,0.444,0.333,CIRCLED LATIN CAPITAL LETTER L,Enclosed Alphanumerics
â’º,0x24ba,0.815,0.111,0.444,0.444,0.333,CIRCLED LATIN CAPITAL LETTER E,Enclosed Alphanumerics
ğŸ”¦,0x1f526,0.853,0.125,0.75,0.125,0,ELECTRIC TORCH,Miscellaneous Symbols and Pictographs
ğŸ‘¤,0x1f464,0.786,0.125,0.25,0.625,0.5,BUST IN SILHOUETTE,Miscellaneous Symbols and Pictographs
ğŸš,0x1f681,0.51,0.125,0.625,0.25,0.125,HELICOPTER,Transport and Map Symbols
ğŸ ,0x1f3a0,0.574,0.125,0.375,0.5,0.375,CAROUSEL HORSE,Miscellaneous Symbols and Pictographs
ğŸ,0x1f401,0.419,0.375,0.5,0.125,-0.25,MOUSE,Miscellaneous Symbols and Pictographs
ğŸ“—,0x1f4d7,0.789,0.25,0.375,0.375,0.125,GREEN BOOK,Miscellaneous Symbols and Pictographs
â”,0x2510,0.771,0.375,0.375,0.25,-0.125,BOX DRAWINGS LIGHT DOWN AND LEFT,Box Drawing
â˜®,0x262e,0.75,0.375,0.25,0.375,0,PEACE SYMBOL,Miscellaneous Symbols
â™‚,0x2642,0.58,0.125,0.625,0.25,0.125,MALE SIGN,Miscellaneous Symbols
â—,0x25de,0.723,0.25,0.5,0.25,0,LOWER RIGHT QUADRANT CIRCULAR ARC,Geometric Shapes
ğŸ“¯,0x1f4ef,0.974,0.25,0.625,0.125,-0.125,POSTAL HORN,Miscellaneous Symbols and Pictographs
ğŸ”©,0x1f529,0.673,0.25,0.375,0.375,0.125,NUT AND BOLT,Miscellaneous Symbols and Pictographs
ğŸ‘¢,0x1f462,0.994,0.125,0.25,0.625,0.5,WOMANS BOOTS,Miscellaneous Symbols and Pictographs
â—‚,0x25c2,0.199,0.125,0.5,0.375,0.25,BLACK LEFT-POINTING SMALL TRIANGLE,Geometric Shapes
ğŸ“°,0x1f4f0,0.86,0.25,0.25,0.5,0.25,NEWSPAPER,Miscellaneous Symbols and Pictographs
ğŸ“¶,0x1f4f6,0.93,0.125,0.5,0.375,0.25,ANTENNA WITH BARS,Miscellaneous Symbols and Pictographs
ğŸš¥,0x1f6a5,0.724,0.25,0.5,0.25,0,HORIZONTAL TRAFFIC LIGHT,Transport and Map Symbols
ğŸŒ„,0x1f304,0.286,0.125,0.625,0.25,0.125,SUNRISE OVER MOUNTAINS,Miscellaneous Symbols and Pictographs
ğŸ—¾,0x1f5fe,0.739,0.125,0.5,0.375,0.25,SILHOUETTE OF JAPAN,Miscellaneous Symbols and Pictographs
ğŸ”¶,0x1f536,0.786,0.125,0.5,0.375,0.25,LARGE ORANGE DIAMOND,Miscellaneous Symbols and Pictographs
ğŸ¤,0x1f3e4,0.273,0.125,0.5,0.375,0.25,EUROPEAN POST OFFICE,Miscellaneous Symbols and Pictographs
ğŸ©,0x1f3a9,0.586,0.125,0.5,0.375,0.25,TOP HAT,Miscellaneous Symbols and Pictographs
â“‚,0x24c2,0.765,0.25,0.25,0.5,0.25,CIRCLED LATIN CAPITAL LETTER M,Enclosed Alphanumerics
ğŸ”§,0x1f527,0.677,0.625,0.125,0.25,-0.375,WRENCH,Miscellaneous Symbols and Pictographs
ğŸ…,0x1f405,0.819,0.125,0.625,0.25,0.125,TIGER,Miscellaneous Symbols and Pictographs
â™®,0x266e,0.937,0.125,0.625,0.25,0.125,MUSIC NATURAL SIGN,Miscellaneous Symbols
ğŸ…¾,0x1f17e,0.977,0.375,0.375,0.25,-0.125,NEGATIVE SQUARED LATIN CAPITAL LETTER O,Enclosed Alphanumeric Supplement
ğŸ”„,0x1f504,0.971,0.125,0.75,0.125,0,ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS,Miscellaneous Symbols and Pictographs
â˜„,0x2604,0.435,0.125,0.75,0.125,0,COMET,Miscellaneous Symbols
â˜¨,0x2628,0.458,0.125,0.75,0.125,0,CROSS OF LORRAINE,Miscellaneous Symbols
